address,balance,tier
0xb842457fa57ea6f4fc8588c56e2e60232e12cbc1,-15693.315919132547,tier0
0x1e8b230b72eceebd147b49ab2f44c6e8251d424d,287.9759676877068,tier1
0x53303893a13dc5494cc6fe6225a3ed7cab117477,0,tier0
0xb5ece9318223be6f04840bdce1184ba9ab769ecd,104.77784942631634,tier1
0x7ca19402273bb4e95ec3bd4fa58e01f8a8f43202,171.92081230963782,tier1
0x313d808f3ee4fd6dc275773d1ed0d8f9fca2500d,130.59717842056114,tier1
0xd6c053105466067816f53470e010d336cbd89439,63.55650754207437,tier0
0x5f7a80d9413945160a95c53212f7d6caba569ad9,0,tier0
0x6e4bb750ab33c7dd5bc0ea274a5055083c38355e,6527.286663215067,tier2
0x4d09420614df800e46b3e393d5534d1379e94300,71.20452446332666,tier0
0x178c9d7b3edb5cd443f5370271724a2143a24635,1962.8693917354706,tier2
0xcc3d75e0a2acd887315e8f3f2dd6b51ccca2a935,60.31220520757006,tier0
0xa8fcdb8d1761a5080f52d69b97b71b4520a44e8e,4016.523920036027,tier2
0xe5b7df4a1a614ece49fd4ff6c810ba5f5541ce1d,320.19048475665346,tier1
0xc791a0bf1e534d4b9399838c5a9dd703b31f0ca7,0,tier0
0xc2f14b7be2d39161718b14e07ca2a5c0a0c9a14e,48.44722562329852,tier0
0xc8427c8a4c45ed909230cf4e9363eef7d5bcb703,33.74024638081551,tier0
0x9b8471160737db8979d6fc955db57133a84629e5,43.30550540221327,tier0
0xc239f41649808aceca3cd76327fcf001cb0f0619,5.684341886080802e-14,tier0
0xc2ce75289c12ca5c9afe4105546ac2c3329ee32b,6.638493931171924,tier0
0x338066944fc48df8734d5f7e19e65dd2c2679214,74.90110229009173,tier0
0x38df7a41efc3730b9d526361a1a6e7a743a95b5d,204.31866536573312,tier1
0x2c703f6b6ab1feeff8287a1c16e7e41128c00dc5,0,tier0
0x566994cc0d15be315e18c18e34884e3e1e6151bf,50.79630744038113,tier0
0x91a815025976cc12e6da2dbe5795cfe3691207e0,1996.4857621851538,tier2
0x375e56a4637dfdafa6b70cf47acac0940f4168b7,410.5678789856684,tier1
0x439d8cd77ffb644c7cb4beaed13f2318febdf2df,2291.4708631647536,tier2
0xa103f72e8717b62813167cb58872722663346fcf,0,tier0
0xbd9c45731542e167c920f857b65319b203d8cf40,205.93714776488514,tier1
0x71591b222d7b33ae365fe80adce250d528e3f219,278.4235179933757,tier1
0xd2a8ef37d62f5458f29f8544b3a2120c2e7c5226,171.11099328594742,tier1
0x8939bf712120142b85a16c16bcf9c03cdbbe3f97,88.46675600516515,tier0
0x2a9b156a58ff3abee825568668a2f178f142cc04,53.30217492272823,tier0
0x84905882ddebed1b79cf96c9509c8527150011e1,42.32840254876976,tier0
0x7715d824a98cbfd2b0ee89cb88a946213e0db37a,206.67269229155409,tier1
0xb90709e9c56ea54597c40cb1d9d4e97d2213ba8b,-191.4456060128716,tier0
0x3735abd1db81fbf86a7385d91a1558180201fc1a,0,tier0
0x5795b7b5daedeee17d8efff09b3d8e1142275da0,0,tier0
0xab1351702ba5321b5068d2f39e8068ef2bb3ab95,1.3452090793018758,tier0
0x5618d8ccd79e7eebd4058e9c2b0f62e00ad353d9,58.924834380449475,tier0
0x586d0cf12bac10725f488900bf24d04fbf87e8ef,3346.809127647357,tier2
0x64f7354fb18b7cee35746078e1521b93fee6e061,182.1712209195322,tier1
0xec8cd3dc5b81f87fba4110a91adc3c16bf9afcdf,0,tier0
0x5914eecb71dc078a8120ab00152f2c033a5f32eb,108.4844734402274,tier1
0x0d5b9511944b3c83f083c608db97b85b07ce2d7f,0,tier0
0x43b24f8688e5e9abde5378f9f905700623a0c100,32.813936087791745,tier0
0x11178a0e6f92b6c0a7009ec46a1b65641dcc9725,649.2256380854069,tier1
0xf8056f5181b803d58993416fc31d95fe14ec27c7,0,tier0
0x062484c729d826f6bc90be67599565f7ea883f8d,354.14614774272945,tier1
0x50c4f20075fae6b0a26c3e369a3e6a534b488995,0,tier0
0xb842457fa57ea6f4fc8588c56e2e60232e12cbc1,3998.254875092209,tier2
0xc9bd8d37302bfa4cddb8afad3a03cd187f3f2318,0,tier0
0xbee16053f2ce7c3cc14a603c41709b77bcac47ab,0,tier0
0xfb939c05a82e75f95ff55e9beffc12df55ce55f8,40.40072547528083,tier0
0xbbcff18134491bf31f351cdc2d0a30be026f7dda,4451.767123960482,tier2
0x3c01c5fc1b53a6ae0e5a61e044a1ab9338b29805,0,tier0
0x1b4ddd24513029aea2f3a3c5f1f7c55de7b067ce,145.45483935823236,tier1
0x1cf943606322d1d573e40bd6488d6ab27e8b859f,36.788447313594816,tier0
0xf8d108c5d9c4e43c2bae7b7874c254b2b391be67,0,tier0
0xe3b474ea507924e8858e9b6eca19e5e5374d3825,0,tier0
0x4b64fe72f3ce8c203d54419208b84396af37d900,0,tier0
0x2d7c95fadd3c3dbd253012de8dc1c1224117bd20,0,tier0
0x26bd1a2d21d1d0f796067e751bd9145bd3bd40d3,1909.4238027686326,tier2
0xd737532043a1bc9905a2f9fc6d28ea20f4080cc0,430.0673618238418,tier1
0x45ae1ac50a1bb827755f17cd4ce8d3bdade1a74d,39.925467417119236,tier0
0xf672c5c3d181f4ffecee85e9deeeceb2be06ae24,167.69297956475486,tier1
0xb159502119a7c0b739eb1e5b987a8a712addd488,949.3704632733683,tier1
0xf290a36cd4ae7a264de2a07e63ed39deae4f7abe,922.8804973671392,tier1
0x4a641c1c9faa8f1ad884e7f8e2f337280597d4b4,17.49773181922063,tier0
0x5914e6272e5bbffa6a072b117bf975093e0778da,339.2110668081367,tier1
0x0d3e08a1c01118d9a7f7201926364ea546d2da4d,0,tier0
0x3ed8906964cffc4d539258c57fe05427d91ecb3c,107.33684767532925,tier1
0x7bd6447b3364cd70f74ee193ded410170be3013e,0,tier0
0xd39ec0556b27bea894718c981470a15724278585,0,tier0
0x2b66b1e0b8b88fead32f8eaa1bcdce9c8010e80e,0,tier0
0x745079b8cc2fb20f7a5f65f9c71c14064c0c2d42,0,tier0
0xcf881c4b33b01ae92a2cd8759ba41323b6b817f6,113.45112138905347,tier1
0x12bab84240b77402b7789b0a6a38cdd031860d35,209.45168435357726,tier1
0xbaa066f391b14101f9974f1a5363d11371e945b6,139.01873033133066,tier1
0x8c5c46f48e7c7e95f0acbeb237ab3b47228022cc,0,tier0
0x124defff0fa4dfe9a84238a0dd78d5f9f1df2392,6813.4263343834755,tier2
0xf0f713ff043890dc9fc1adefb1b093f221b5f736,402.4410989058978,tier1
0x1786a11c95bc5e5979278546ae0a2ede8ebe3c16,1671.623157917661,tier2
0x871194a13099706e1ae5275c167dc7cfc5382268,286.2252872710509,tier1
0x8f37fdd3037b29195975d9e2f7bbb36ca51887dc,535.5181783356156,tier1
0xedd138f8b6652950d79349169f9e65b603bdfb05,0,tier0
0x3eecc548a7b880cf3e34134971e62d8366cbdae7,0,tier0
